OBJECTID,Park_Name,Functional,Condition,RoofMatrl,Water,Electricty,Comment,InspctDate,BuildName,Area_Sqft,Stories,Sprinkler,HC_Access,Cooling,Heating,wpMaterial,RoofStruct,Sewer,NaturalGas,LPGas,Telephone,Cable
193,Foss State Park,Maintenance Building,Keep,Metal,No,No,Maintenance Area Storage,12/14/2013,,1389,1,No,,,,Metal,,,,,,
194,Foss State Park,Shelter/Pavilion,Keep,Metal,,No,,12/14/2013,MSCH,490,1,No,,,,Wood,,,,,,
195,Foss State Park,Shelter/Pavilion,Repair,Wood,Yes,Yes,,12/14/2013,,849,1,No,,,,Metal,,,,,,
196,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,182,1,No,,,,Metal,,,,,,
197,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,203,1,No,,,,Metal,,,,,,
198,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,203,1,No,,,,Metal,,,,,,
199,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,234,1,No,,,,Metal,,,,,,
200,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,209,1,No,,,,Metal,,,,,,
201,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,208,1,No,,,,Metal,,,,,,
202,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,219,1,No,,,,Metal,,,,,,
203,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,220,1,No,,,,Metal,,,,,,
204,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,228,1,No,,,,Metal,,,,,,
205,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,12/15/2013,,191,1,No,,,,Metal,,,,,,
206,Foss State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,12/15/2013,CPSH,1606,1,No,,,,Metal,,,,,,
207,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,Day Use Area,12/15/2013,,185,1,No,,,,Metal,,,,,,
208,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,Day Use Area,12/15/2013,,199,1,No,,,,Metal,,,,,,
209,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,Day Use Area,12/15/2013,,189,1,No,,,,Metal,,,,,,
210,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,Day Use Area,12/15/2013,,180,1,No,,,,Metal,,,,,,
211,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,Day Use Area,12/15/2013,,183,1,No,,,,Metal,,,,,,
213,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,Day Use Area,12/15/2013,,203,1,No,,,,Metal,,,,,,
214,Great Plains State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,6/14/2012,PAVS,706,1,No,,,,Wood,,,,,,
215,Great Plains State Park,Shelter/Pavilion,Keep,Metal,Yes,Yes,,6/14/2012,PAVL,2386,1,No,,,,Wood,,,,,,
216,Great Plains State Park,Shelter/Pavilion,Keep,Metal,No,No,,6/14/2012,,670,1,No,,,,Wood,,,,,,
217,Great Plains State Park,Shelter/Pavilion,Keep,Metal,No,No,,6/14/2012,,662,1,No,,,,Wood,,,,,,
218,Foss State Park,Shelter/Pavilion,Keep,Metal,No,No,,,,223,1,No,,,,Metal,,,,,,
219,Cherokee Landing State Park,Shelter/Pavilion,Keep,Metal,No,Yes,Shelter D: SHL3,10/18/2013,SHL3,1642,1,No,,,,Metal,,,,,,
220,Cherokee Landing State Park,Shelter/Pavilion,Keep,Metal,No,Yes,SHL2,10/19/2013,SHL2,899,1,No,,,,Metal,,,,,,
221,Cherokee Landing State Park,Shelter/Pavilion,Keep,Metal,Yes,Yes,Asset Number: SHL3,10/19/2013,,1030,1,No,,,,Metal,,,,,,
222,Cherokee Landing State Park,Shelter/Pavilion,Keep,Metal,Yes,Yes,Shelter A. Asset Number : SHL1,10/19/2013,SHL1,1109,1,No,,,,Metal,,,,,,
223,Greenleaf State Park,Shelter/Pavilion,Keep,Wood,No,No,Trail Shelter,2/22/2014,,75,1,No,,,,Wood,,,,,,
224,Greenleaf State Park,Other,Keep,Other,No,No,Trail Sign in Kiosk,2/22/2014,,98,1,No,,,,Wood,,,,,,
225,Greenleaf State Park,Storage Building,Keep,Metal,No,Yes,Storage Building,7/23/2014,,762,1,No,,,,Wood,,,,,,
226,Greenleaf State Park,Storage Building,Keep,Metal,No,Yes,Storage Building,7/23/2014,,714,1,No,,,,Wood,,,,,,
227,Greenleaf State Park,Other,Keep,Other,No,Yes,Functional Use Other: Ice Shelter; Roof Material Other: Tar Shingles,8/13/2014,,132,1,No,,,,Metal,,,,,,
228,Greenleaf State Park,Shelter/Pavilion,Keep,Wood,No,No,,8/13/2014,,209,1,No,,,,Wood,,,,,,
229,Greenleaf State Park,Shelter/Pavilion,Keep,Metal,Yes,Yes,The Shady Hollow pavilion -Playside campground.The pavilion has picnic tables and two close grills.,8/12/2014,SHDY,692,1,No,,,,Metal,,,,,,
230,Greenleaf State Park,Shelter/Pavilion,Keep,Metal,No,No,,8/13/2014,,133,1,No,,,,Wood,,,,,,
231,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,Yes,No,,4/11/2013,,493,1,No,,,,Wood,,,,,,
232,Robbers Cave State Park,,Keep,Metal,No,Yes,,2/14/2014,,171,1,No,,,,Wood,,,,,,
233,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,No,Yes,Snacks/Ice/Wood Pavilion,2/15/2014,,220,1,No,,,,Wood,,,,,,
234,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,2/15/2014,,1837,1,No,,,,Wood,,,,,,
235,Robbers Cave State Park,Other,Keep,Metal,No,No,Car Port,2/16/2014,,359,1,No,,,,Metal,,,,,,
236,Robbers Cave State Park,Shelter/Pavilion,Keep,Metal,,Yes,,2/14/2014,,817,1,No,,,,Other,,,,,,
237,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,,Yes,Wall/Pillar Material Other: Rocks,7/11/2013,,1054,1,No,,,,Other,,,,,,
238,Robbers Cave State Park,Maintenance Building,Repair,Metal,No,No,Maintenance Storage,7/13/2013,,977,1,No,,,,Wood,,,,,,
239,Robbers Cave State Park,Maintenance Building,Repair,Wood,No,No,Maintenance Storage,7/13/2013,,708,1,No,,,,Wood,,,,,,
240,Robbers Cave State Park,Maintenance Building,Keep,Metal,No,No,Maintenance Storage,7/13/2013,,1110,1,No,,,,Wood,,,,,,
241,Robbers Cave State Park,Other,Keep,Metal,No,No,Car Port,7/13/2013,,361,1,No,,,,Metal,,,,,,
242,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,Wall/Pillar Material Other: Rocks,7/13/2013,,1221,1,No,,,,Other,,,,,,
243,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,,Yes,,7/13/2013,,1790,1,No,,,,Wood,,,,,,
244,Robbers Cave State Park,Other,Keep,Wood,No,No,Information Stand,7/12/2013,,106,1,No,,,,Wood,,,,,,
245,Robbers Cave State Park,Other,Keep,Wood,No,No,Outside Ampitheater,7/12/2013,,71,1,No,,,,Wood,,,,,,
246,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,7/12/2013,,1256,1,No,,,,Wood,,,,,,
247,Robbers Cave State Park,Amphitheatre,Keep,Wood,,Yes,,7/12/2013,,7564,1,No,,,,Wood,,,,,,
248,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,7/12/2013,,3,1,No,,,,Wood,,,,,,
249,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,No,Yes,,7/12/2013,,452,1,No,,,,Wood,,,,,,
250,Robbers Cave State Park,Shelter/Pavilion,Keep,Wood,No,No,Storage,7/13/2013,,177,1,No,,,,Wood,,,,,,
251,Tenkiller State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,Wall/Pillar Material Other: Rocks.,1/20/2014,,2040,1,No,,,,Wood,,,,,,
252,Cherokee Landing State Park,Other,Keep,Metal,,,Car Port,1/19/2014,,963,1,No,,,,Metal,,,,,,
253,Cherokee Landing State Park,Shelter/Pavilion,Keep,Wood,,Yes,PillarOthr: Mason,1/19/2014,,1731,1,No,,,,Masonry/Concrete,,,,,,
254,Cherokee Landing State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,Wall/Pillar Material Other: Rocks,1/18/2014,,1867,1,No,,,,Wood,,,,,,
255,Cherokee Landing State Park,Amphitheatre,Keep,,No,Yes,Strct_Othr: No Roof; FacltOther: Multiple Benches and Concrete 'Stage'; No Roof; No Pillars,1/18/2014,,531,1,No,,,,,,,,,,
256,Cherokee Landing State Park,Other,Keep,Wood,No,No,Information Kiosk,1/18/2014,,179,1,No,,,,Wood,,,,,,
257,Cherokee Landing State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,Wall/Pillar Material Other: Rocks,1/17/2014,,1854,1,No,,,,Other,,,,,,
258,Tenkiller State Park,,,,,,,,,357,1,No,,,,,,,,,,
259,Tenkiller State Park,,,,,,,,,207,1,No,,,,,,,,,,
260,Tenkiller State Park,,,,,,,,,350,1,No,,,,,,,,,,
261,Tenkiller State Park,,,,,,,,,124,1,No,,,,,,,,,,
262,Lake Thunderbird State Park,Bathhouse/Comfort Station,Keep,Metal,No,No,Bathroom,11/20/2015,,205,1,No,,,,,,,,,,
263,Lake Thunderbird State Park,Maintenance Building,Keep,Metal,No,Yes,Maintenance,12/10/2015,,865,1,No,,,,Wood,,,,,,
264,Lake Thunderbird State Park,Shelter/Pavilion,Keep,Metal,No,Yes,,12/10/2015,,482,1,No,,,,Wood,,,,,,
265,Raymond Gary State Park,Shelter/Pavilion,Keep,Wood,Yes,No,,3/27/2015,,1521,1,No,,,,Metal,,,,,,
266,Raymond Gary State Park,Shelter/Pavilion,Keep,Wood,Yes,No,,3/27/2015,,1314,1,No,,,,Metal,,,,,,
267,Raymond Gary State Park,Shelter/Pavilion,Keep,Metal,No,No,,3/28/2015,,337,1,No,,,,Metal,,,,,,
269,Lake Eufaula State Park (Arrowhead Area),Shelter/Pavilion,Keep,Wood,Yes,Yes,,2/6/2015,SHL02,1167,1,No,,,,Wood,,,,,,
270,Lake Eufala State Park,Amphitheatre,Keep,Wood,No,Yes,,2/6/2015,,1366,1,No,,,,Wood,,,,,,
271,Lake Eufala State Park,Shelter/Pavilion,Keep,Wood,No,Yes,,2/7/2015,,848,1,No,,,,Wood,,,,,,
272,Lake Eufala State Park,Other,Keep,Metal,No,No,Pergola,2/7/2015,,139,1,No,,,,Metal,,,,,,
273,Lake Eufala State Park,Shelter/Pavilion,Keep,Wood,No,Yes,Asset Number: SHL01,2/7/2015,,887,1,No,,,,Wood,,,,,,
274,Lake Eufala State Park,Maintenance Building,Keep,Metal,No,No,Maintenance,2/7/2015,,125,1,No,,,,Metal,,,,,,
275,Lake Eufala State Park,Maintenance Building,Keep,Metal,No,No,Maintenance,2/7/2015,,374,1,No,,,,Metal,,,,,,
276,Lake Eufala State Park,Maintenance Building,Keep,Wood,No,No,Maintenance,2/7/2015,,125,1,No,,,,Wood,,,,,,
277,Lake Eufala State Park,Maintenance Building,Keep,Wood,No,No,Maintenance,2/7/2015,,1030,1,No,,,,Wood,,,,,,
278,Lake Eufala State Park,Shelter/Pavilion,Keep,Metal,No,No,,3/6/2015,,1481,1,No,,,,Wood,,,,,,
279,Lake Eufala State Park,Shelter/Pavilion,Keep,Other,No,Yes,,3/6/2015,,850,1,No,,,,Concrete,,,,,,
280,Lake Eufala State Park,Other,Keep,Wood,No,No,Disc Golf Course Map,2/7/2015,,34,1,No,,,,Wood,,,,,,
281,Clayton State Park,Shelter/Pavilion,Repair,Wood,,Yes,,3/28/2015,,379,1,No,,,,Metal,,,,,,
282,Clayton State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,3/28/2015,,732,1,No,,,,Metal,,,,,,
283,Clayton State Park,Shelter/Pavilion,Keep,Wood,Yes,No,,3/28/2015,,728,1,No,,,,Metal,,,,,,
284,Clayton State Park,Shelter/Pavilion,Keep,Wood,Yes,No,,3/28/2015,,524,1,No,,,,Metal,,,,,,
285,Clayton State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,3/28/2015,,1604,1,No,,,,Wood,,,,,,
286,Lake Eufaula State Park (Arrowhead Area),Maintenance Building,Keep,Metal,No,No,Maintenance,12/15/2014,,269,1,No,,,,Wood,,,,,,
287,Lake Eufaula State Park (Arrowhead Area),Shelter/Pavilion,Keep,Metal,No,No,,1/9/2015,,161,1,No,,,,Metal,,,,,,
288,Lake Eufaula State Park (Arrowhead Area),Storage Building,Keep,Metal,No,No,Storage,1/9/2015,,1211,1,No,,,,Wood,,,,,,
289,Lake Eufaula State Park (Arrowhead Area),Shelter/Pavilion,Keep,Wood,Yes,Yes,,1/10/2015,ER5H1,1089,1,No,,,,Metal,,,,,,
290,Lake Eufaula State Park (Arrowhead Area),Shelter/Pavilion,Replace,Concrete,Yes,Yes,RoofOther:Concrete; PillarOthr: None,1/9/2015,5HLV1,1540,1,No,,,,Other,,,,,,
291,Lake Eufaula State Park (Arrowhead Area),Shelter/Pavilion,Replace,Concrete,Yes,Yes,RoofOther:Concrete; PillarOthr: None,1/9/2015,5HTF1,1690,1,No,,,,Wood,,,,,,
292,McGee Creek State Park,Bathhouse/Comfort Station,Keep,Metal,No,No,Round bathroom,10/22/2016,,294,1,No,,,,Metal,,,,,,
293,McGee Creek State Park,Shelter/Pavilion,Keep,Wood,No,No,,10/22/2016,,528,1,No,,,,Metal,,,,,,
294,McGee Creek State Park,Storage Building,Repair,Metal,No,No,Storage,10/22/2016,,618,1,No,,,,Wood,,,,,,
295,McGee Creek State Park,Storage Building,Repair,Metal,No,No,Storage,10/22/2016,,2470,1,No,,,,Wood,,,,,,
296,McGee Creek State Park,Storage Building,Repair,Metal,No,No,Storage,10/22/2016,,552,1,No,,,,Wood,,,,,,
297,McGee Creek State Park,Storage Building,Repair,Metal,No,No,Storage,10/22/2016,,125,1,No,,,,Wood,,,,,,
298,McGee Creek State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,10/21/2016,,1173,1,No,,,,Metal,,,,,,
299,McGee Creek State Park,Storage Building,Keep,Metal,No,No,Round bathroom,10/21/2016,,223,1,No,,,,Metal,,,,,,
300,Lake Texoma State Park,Shelter/Pavilion,Keep,Other,Yes,Yes,Strct_Othr: Joes Campground Rally; ID 152490; Roof Structure Other: Shingles,3/10/2017,SHL09,7248,1,No,,,,Concrete,Other,,,,,
301,Lake Texoma State Park,Shelter/Pavilion,Keep,Wood,Yes,Yes,,3/10/2017,SHL06,1343,1,No,,,,Metal,,,,,,
302,Lake Texoma State Park,Maintenance Building,Keep,Metal,No,No,Maintenance,3/11/2017,,4857,1,No,,,,Metal,,,,,,
303,Lake Texoma State Park,Shelter/Pavilion,Repair,Wood,No,No,,3/11/2017,,1920,1,No,,,,Metal,,,,,,
304,Lake Texoma State Park,Shelter/Pavilion,Keep,Metal,Yes,Yes,,3/11/2017,SHL07,1655,1,No,,,,Metal,,,,,,
305,Lake Texoma State Park,Shelter/Pavilion,Keep,Metal,Yes,Yes,,3/11/2017,,1606,1,No,,,,Metal,,,,,,
306,Lake Texoma State Park,Shelter/Pavilion,Keep,Metal,No,No,,3/11/2017,,558,1,No,,,,Metal,,,,,,
307,Lake Texoma State Park,Shelter/Pavilion,Keep,Other,Yes,Yes,Roof Structure Other: Shingles,3/11/2017,,1083,1,No,,,,Metal,Other,,,,,
308,Lake Texoma State Park,Shelter/Pavilion,Keep,Metal,Yes,No,,1/21/2017,SHL03,1899,1,No,,,,Metal,,,,,,
309,Grand Lake State Park (Bernice Area),Residence,,,,,,8/16/2011,Rangers House,1984,1,No,Usable,Central,Central,Wood,,,,,,
310,Grand Lake State Park (Bernice Area),Bathhouse/Comfort Station,,,,,,8/16/2011,Bathhouse,866,1,No,Usable,None,None,Wood,,,,,,
311,Grand Lake State Park (Bernice Area),Storage Building,,,,,,8/16/2011,Hazardous Storage,171,1,No,Usable,None,None,Wood,,,,,,
312,Grand Lake State Park (Bernice Area),Storage Building,,,,,,8/16/2011,Storage Shed,178,1,No,Non-Accessible,None,None,Metal,,,,,,
313,Grand Lake State Park (Bernice Area),Well House,,,,,Possible Well House,8/16/2011,,82,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
314,Grand Lake State Park (Bernice Area),Bathhouse/Comfort Station,,,,,,8/16/2011,,343,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
315,Grand Lake State Park (Bernice Area),Nature Center,,,,,Showers and Bathroom on East Side,8/16/2011,Bernice State Park Nature Center,3462,1,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
316,Grand Lake State Park (Cherokee Area),Bathhouse/Comfort Station,,,,,,7/11/2011,,473,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
317,Grand Lake State Park (Cherokee Area),Maintenance Building,,,,,,7/11/2011,,767,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
318,Grand Lake State Park (Cherokee Area),Park Office/Visitor Center,,,,,,7/11/2011,Office,1131,1,No,Non-Accessible,Window Unit,Window Unit,Combination,,,,,,
319,Grand Lake State Park (Disney Area),Bathhouse/Comfort Station,,,,,Locked Currently,6/30/2011,,274,1,No,Usable,None,None,Masonry/Concrete,,,,,,
320,Grand Lake State Park (Grand Cherokee Area),Bathhouse/Comfort Station,,,,,,8/15/2011,,268,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
321,Grand Lake State Park (Grand Cherokee Area),Maintenance Building,,,,,,8/15/2011,,451,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
322,Grand Lake State Park (Grand Cherokee Area),Park Office/Visitor Center,,,,,,8/16/2011,Golf Pro Shop,1775,1,No,Accessible,Central,Central,Wood,,,,,,
323,Grand Lake State Park (Honey Creek Area),Park Office/Visitor Center,,,,,Masonry & Log Cabin Type Construction,8/12/2011,Ranger Station,1704,1,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
324,Grand Lake State Park (Honey Creek Area),Bathhouse/Comfort Station,,,,,,8/12/2011,,618,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
325,Grand Lake State Park (Honey Creek Area),Bathhouse/Comfort Station,,,,,,8/12/2011,,785,1,No,Non-Accessible,None,None,Concrete,,,,,,
326,Grand Lake State Park (Honey Creek Area),Bathhouse/Comfort Station,,,,,,8/12/2011,,303,1,No,,None,None,Masonry/Concrete,,,,,,
327,Grand Lake State Park (Honey Creek Area),Other,,,,,Pool House,8/12/2011,,1399,1,No,,None,None,Masonry/Concrete,,,,,,
328,Grand Lake State Park (Honey Creek Area),Bathhouse/Comfort Station,,,,,Closed,8/12/2011,,1566,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
329,Grand Lake State Park (Honey Creek Area),,,,,,,8/14/2011,,99,1,No,Non-Accessible,None,None,Wood,,,,,,
330,Grand Lake State Park (Honey Creek Area),Bathhouse/Comfort Station,,,,,,8/14/2011,,164,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
331,Grand Lake State Park (Honey Creek Area),Other,,,,,,8/14/2011,,894,1,No,Non-Accessible,,,Metal,,,,,,
332,Grand Lake State Park (Honey Creek Area),Other,,,,,,8/14/2011,,354,1,No,Non-Accessible,None,None,Metal,,,,,,
333,Grand Lake State Park (Honey Creek Area),Other,,,,,,8/14/2011,,120,1,No,Non-Accessible,None,None,Metal,,,,,,
334,Grand Lake State Park (Honey Creek Area),Maintenance Building,,,,,,8/14/2011,,1049,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
335,Grand Lake State Park (Honey Creek Area),Maintenance Building,,,,,,8/14/2011,,710,1,No,Non-Accessible,None,None,Metal,,,,,,
336,Grand Lake State Park (Lakeside Area),Bathhouse/Comfort Station,,,,,,7/11/2011,,407,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
337,Grand Lake State Park (Lakeside Area),,,,,,,7/11/2011,Unnamed,148,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
338,Grand Lake State Park (Little Blue Area),Pit /Toilet,,,,,,6/29/2011,,149,1,No,Non-Accessible,None,None,Metal,,,,,,
339,Osage Hills State Park,Bunkhouse,,,,,Group Camp Dining Hall; GR. BUNKHOUSE (structur etable),7/11/2011,Group Camp Kitchen,4627,1,No,Accessible,Central,Central,Masonry/Concrete,,,,,,
340,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 1,545,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
341,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 2,544,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
342,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 3,544,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
343,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 4,530,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
344,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 5,539,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
345,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 6,540,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
346,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 7,531,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
347,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 8,517,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
348,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 9,526,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
349,Osage Hills State Park,Cabin,,,,,,7/11/2011,Bunkhouse 10,545,1,No,Usable,Window Unit,Window Unit,Wood,,,,,,
350,Osage Hills State Park,Bathhouse/Comfort Station,,,,,"Pool House, Pool Bathhouse",7/11/2011,Pool House,1350,9999,,Usable,Window Unit,Window Unit,Masonry/Concrete,,,,,,
351,Osage Hills State Park,Bathhouse/Comfort Station,,,,,,7/11/2011,Picnic Area Bathhouse,648,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
352,Osage Hills State Park,Bathhouse/Comfort Station,,,,,,7/12/2011,Bathroom,505,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
353,Osage Hills State Park,Storage Building,,,,,C.C.C. Pump House,7/12/2011,C.C.C. Pump House,561,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
354,Osage Hills State Park,Bathhouse/Comfort Station,,,,,"RV Area, Mini Bathhouse, Handicap Accessible",7/12/2011,Bathhouse,343,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
355,Osage Hills State Park,Cabin,,,,,Patio,7/18/2011,Cabin 1,573,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
356,Osage Hills State Park,Bathhouse/Comfort Station,,,,,,7/18/2011,Bathroom,886,1,No,Usable,None,None,Masonry/Concrete,,,,,,
357,Osage Hills State Park,Residence,,,,,,7/19/2011,Park Ranger Resident,2201,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
358,Osage Hills State Park,Storage Building,,,,,,7/19/2011,Park Ranger Resident Shed,939,1,No,Non-Accessible,None,None,Metal,,,,,,
359,Osage Hills State Park,Storage Building,,,,,,7/19/2011,Storage,143,1,No,Non-Accessible,None,None,Wood,,,,,,
360,Osage Hills State Park,Storage Building,,,,,Pump house; Well House (566-05802) in the Structure Table,7/20/2011,Pump house,155,1,No,Non-Accessible,None,None,Wood,,,,,,
361,Osage Hills State Park,Bathhouse/Comfort Station,,,,,RV Area,7/12/2011,Bathhouse,531,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
362,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 2,583,9999,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
363,Osage Hills State Park,Storage Building,,,,,,7/18/2011,Linen StorageBuilding,68,1,No,Non-Accessible,None,None,Wood,,,,,,
364,Osage Hills State Park,Storage Building,,,,,,7/18/2011,Linen StorageBuilding,361,1,No,Non-Accessible,Window Unit,None,Wood,,,,,,
365,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 3,575,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
366,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 4,1093,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
367,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 5,568,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
368,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 6,552,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
369,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 7,576,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
370,Osage Hills State Park,Cabin,,,,,,7/18/2011,Cabin 8,557,1,No,Non-Accessible,Central,Central,Masonry/Concrete,,,,,,
371,Osage Hills State Park,Bathhouse/Comfort Station,,,,,Bath House: RV Area,7/18/2011,Bathhouse by Office,777,1,No,Usable,None,None,Masonry/Concrete,,,,,,
372,Osage Hills State Park,Park Office/Visitor Center,,,,,,7/18/2011,Ranger Station,791,1,No,Usable,None,None,Masonry/Concrete,,,,,,
373,Osage Hills State Park,Storage Building,,,,,,7/19/2011,STABLE & BARN,2233,1,No,Non-Accessible,None,None,Metal,,,,,,
374,Osage Hills State Park,Maintenance Building,,,,,Window Unit Only in Office at North End; Func_Other: Workshop,7/19/2011,Workshop,2360,9999,No,,Window Unit,,Metal,,,,,,
375,Osage Hills State Park,Maintenance Building,,,,,,7/19/2011,,2425,1,No,,None,None,Combination,,,,,,
376,Osage Hills State Park,Other,,,,,Abandoned,,Residence - Abandoned,930,1,No,,,None,Masonry/Concrete,,,,,,
377,Grand Lake State Park (Riverside Area),Bathhouse/Comfort Station,,,,,,8/15/2011,Comfort Station,684,1,No,Accessible,None,None,Masonry/Concrete,,,,,,
378,Grand Lake State Park (Riverside Area),Bathhouse/Comfort Station,,,,,,8/15/2011,Bathroom,294,1,No,Usable,None,None,Masonry/Concrete,,,,,,
379,Grand Lake State Park (Snowdale Area),Bathhouse/Comfort Station,,,,,,7/26/2011,,650,1,No,Usable,None,None,Masonry/Concrete,,,,,,
380,Grand Lake State Park (Snowdale Area),Park Office/Visitor Center,,,,,Could Only Get 3 of the 4 points,7/26/2011,,1268,1,No,Non-Accessible,Window Unit,None,Masonry/Concrete,,,,,,
381,Grand Lake State Park (Spavinaw Area),Bathhouse/Comfort Station,,,,,,12/16/2011,Bathhouse,503,1,,Accessible,None,None,Wood,,,,,,
382,Grand Lake State Park (Spavinaw Area),Storage Building,,,,,,12/16/2011,Storage,317,1,No,Non-Accessible,None,None,Masonry/Concrete,,,,,,
383,Grand Lake State Park (Spavinaw Area),Bathhouse/Comfort Station,,,,,,12/16/2011,Restroom,338,1,No,Usable,None,None,Wood,,,,,,
384,Grand Lake SP- Spring River Canoe Trail,Pit /Toilet,,,,,,12/16/2011,"Bathroom, Pit Toilet",206,1,No,Accessible,None,None,Metal,,,,,,
385,Grand Lake State Park (Twin Bridges Area),Storage Building,,,,,,8/16/2011,Storage Shed,138,1,No,Non-Accessible,None,None,Wood,,,,,,
386,Grand Lake State Park (Twin Bridges Area),Residence,,,,,,8/16/2011,Residence,677,1,No,Non-Accessible,Window Unit,Window Unit,Wood,,,,,,
387,Grand Lake State Park (Twin Bridges Area),Bathhouse/Comfort Station,,,,,,8/16/2011,,669,1,No,Usable,None,None,Masonry/Concrete,,,,,,
