OBJECTID,Park_Name,MSName,ServType,Drive,Amps,CampName,InService,CampstNumb,Overnight,Day_use,PicnicT,PT_Cndtn,PT_HC_Accs,PT_Mterial,Grill,GrllCndtn,GrlHC_Accs,Grill_type,CampType,CampHC_Acs,CampPrxmty,Surface,PadCndtn,ElctHokup,ElctCndtn,AreaWater,WatHookup,WaterCndtn,Water_type,SewerHokup,Sew_Cndtn,SewerCover,Shade,Fr_rin_pit,Fr_HC_Aces,LnternPost,InspctDate,Comment,MSType
2354,Great Salt Plains State Park,,Tent,,,,No,40,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2355,Great Salt Plains State Park,,Tent,,,,No,39,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2356,Great Salt Plains State Park,SBT08,Tent,,,Sandy Beach West,Yes,8,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Ground-Tiltback,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,Tent
2357,Great Salt Plains State Park,,Tent,,,,No,37,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2358,Great Salt Plains State Park,,Tent,,,,No,42,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Repair,Non-Accessible,Ground-Tiltback,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2359,Great Salt Plains State Park,SBT04,Tent,,,Sandy Beach West,Yes,4,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Repair,Non-Accessible,Ground-Tiltback,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,Tent
2360,Great Salt Plains State Park,SBT07,Tent,,,Sandy Beach West,Yes,7,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Repair,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,Tent
2361,Great Salt Plains State Park,SBT06,Tent,,,Sandy Beach West,Yes,6,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Repair,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,Tent
2362,Great Salt Plains State Park,SBT05,Tent,,,Sandy Beach West,Yes,5,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Repair,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Lakeside,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,Tent
2364,Great Salt Plains State Park,,Tent,,,,No,Unnumbered,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2365,Great Salt Plains State Park,,Tent,,,,No,Unnumbered,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2366,Great Salt Plains State Park,,Tent,,,,No,Unnumbered,Yes,No,Yes,Keep,Non-Accessible,Concrete,No,,,,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2367,Great Salt Plains State Park,,Tent,,,,No,Unnumbered,Yes,No,Yes,Replace,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Ground-Tiltback,Unimproved,Non-Accessible,Interior,Natural,Keep,,,Yes,No,,,No,,,Partial,No,,No,5/17/2012,,
2368,Great Salt Plains State Park,,Tent,,,Equestrian Campground,No,Unnumbered,Yes,No,No,,,,No,,,,Unimproved,Non-Accessible,Interior,Gravel,Keep,,,Yes,No,,,No,,,None,No,,No,5/17/2012,,
2369,Great Salt Plains State Park,,Tent,,,Equestrian Campground,No,Unnumbered,Yes,No,No,,,,No,,,,Unimproved,Non-Accessible,Interior,Gravel,Keep,,,Yes,No,,,No,,,None,No,,No,5/17/2012,,
2370,Great Salt Plains State Park,,Tent,,,Equestrian Campground,No,Unnumbered,Yes,No,No,,,,No,,,,Unimproved,Non-Accessible,Interior,Gravel,Keep,,,Yes,No,,,No,,,None,No,,No,5/17/2012,,
2371,Great Salt Plains State Park,,Tent,,,Equestrian Campground,No,Unnumbered,Yes,No,No,,,,No,,,,Unimproved,Non-Accessible,Interior,Gravel,Keep,,,Yes,No,,,No,,,None,No,,No,5/17/2012,,
2372,Great Salt Plains State Park,NB002,RV 30S,Back-In,30 Amp,Nathan Boone Equestrian Campground,Yes,NB002,Yes,No,No,,,,Yes,Keep,Non-Accessible,Ground-Tiltback,Semi-Modern,Non-Accessible,Interior,Gravel,Keep,Yes,Keep,Yes,No,,,No,,,None,No,,No,5/17/2012,,RV
2373,Great Salt Plains State Park,NB001,RV 30S,Back-In,30 Amp,Nathan Boone Equestrian Campground,Yes,NB001,Yes,No,No,,,,Yes,Keep,Non-Accessible,Ground-Tiltback,Semi-Modern,Non-Accessible,Interior,Gravel,Keep,Yes,Keep,Yes,No,,,No,,,None,No,,No,5/17/2012,,RV
2374,Little Sahara State Park,CB464,Tent,,,Cowboy Campground,Yes,464,Yes,No,No,,,,,,,,Unimproved,Non-Accessible,Interior,Natural,Repair,,,No,No,,,No,,,None,No,Non-Accessible,No,5/10/2012,,Tent
2375,Little Sahara State Park,CB463,Tent,,,Cowboy Campground,Yes,463,Yes,No,No,,,,,,,,Unimproved,Non-Accessible,Interior,Natural,Repair,,,No,No,,,No,,,None,No,Non-Accessible,No,5/10/2012,,Tent
2376,Little Sahara State Park,CB462,Tent,,,Cowboy Campground,Yes,462,Yes,No,No,,,,,,,,Unimproved,Non-Accessible,Interior,Natural,Repair,,,No,No,,,No,,,None,No,Non-Accessible,No,5/10/2012,,Tent
2377,Little Sahara State Park,CB461,Tent,,,Cowboy Campground,Yes,461,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2378,Little Sahara State Park,CB460,Tent,,,Cowboy Campground,Yes,460,Yes,No,No,,,,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2379,Little Sahara State Park,CB459,Tent,,,Cowboy Campground,Yes,459,Yes,No,No,,,,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2380,Little Sahara State Park,CB458,Tent,,,Cowboy Campground,Yes,458,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2381,Little Sahara State Park,CB457,Tent,,,Cowboy Campground,Yes,457,Yes,No,No,,,,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2382,Little Sahara State Park,CB456,Tent,,,Cowboy Campground,Yes,456,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2383,Little Sahara State Park,CB455,Tent,,,Cowboy Campground,Yes,455,Yes,No,No,,,,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2384,Little Sahara State Park,CB454,Tent,,,Cowboy Campground,Yes,454,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2385,Little Sahara State Park,CB453,Tent,,,Cowboy Campground,Yes,453,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2386,Little Sahara State Park,CB452,Tent,,,Cowboy Campground,Yes,452,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2387,Little Sahara State Park,CB451,Tent,,,Cowboy Campground,Yes,451,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2388,Little Sahara State Park,CB450,Tent,,,Cowboy Campground,Yes,450,Yes,No,No,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2389,Little Sahara State Park,CB449,Tent,,,Cowboy Campground,Yes,449,Yes,No,No,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2390,Little Sahara State Park,CB448,Tent,,,Cowboy Campground,Yes,448,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2391,Little Sahara State Park,CB447,Tent,,,Cowboy Campground,Yes,447,Yes,No,No,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2392,Little Sahara State Park,CB446,Tent,,,Cowboy Campground,Yes,446,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2393,Little Sahara State Park,CB445,Tent,,,Cowboy Campground,Yes,445,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2394,Little Sahara State Park,CB444,Tent,,,Cowboy Campground,Yes,444,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Non-Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2395,Little Sahara State Park,CB443,Tent,,,Cowboy Campground,Yes,443,Yes,No,No,,,,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Non-Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2396,Little Sahara State Park,CB442,Tent,,,Cowboy Campground,Yes,442,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Non-Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2397,Little Sahara State Park,CB441,Tent,,,Cowboy Campground,Yes,441,Yes,No,Yes,Keep,Accessible,Wood,Yes,Keep,Accessible,Pedestal,Unimproved,Non-Accessible,Interior,Asphalt,Keep,No,,No,No,,,No,,,None,Yes,Non-Accessible,No,11/30/2020,New Fire Ring and Grill,Tent
2398,Little Sahara State Park,440,Tent,,,Cowboy Campground,No,440,Yes,No,No,,,,,,,,Unimproved,Non-Accessible,Interior,Natural,Repair,No,,No,No,,,No,,,None,No,Non-Accessible,No,5/10/2012,,
